node_group,dst_label,count,fraction
FP_above_threshold,node 375722,2,0.001848429
FP_above_threshold,node 375549,2,0.001848429
FP_above_threshold,node 375497,2,0.001848429
FP_above_threshold,node 342138,2,0.001848429
FP_above_threshold,node 233513,2,0.001848429
FP_above_threshold,node 233365,2,0.001848429
FP_above_threshold,node 233292,2,0.001848429
FP_above_threshold,node 342356,2,0.001848429
FP_above_threshold,node 355276,1,0.000924214
FP_above_threshold,node 370899,1,0.000924214
FP_above_threshold,node 370876,1,0.000924214
FN_below_threshold,node 356868,4,0.088888889
FN_below_threshold,node 337550,4,0.088888889
FN_below_threshold,node 355357,3,0.066666667
FN_below_threshold,node 211776,3,0.066666667
FN_below_threshold,node 355439,2,0.044444444
FN_below_threshold,node 354935,2,0.044444444
FN_below_threshold,file: /var/log/salt/minion,2,0.044444444
FN_below_threshold,node 2609586,1,0.022222222
FN_below_threshold,node 2609439,1,0.022222222
FN_below_threshold,node 355447,1,0.022222222
FN_below_threshold,node 370961,1,0.022222222
FN_below_threshold,node 370905,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:80->128.55.12.122:46680,1,0.022222222
FN_below_threshold,node 228725,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:22556->207.25.80.123:80,1,0.022222222
FN_below_threshold,node 342335,1,0.022222222
FN_below_threshold,node 354877,1,0.022222222
FN_below_threshold,node 370898,1,0.022222222
FN_below_threshold,node 370875,1,0.022222222
FN_below_threshold,node 370903,1,0.022222222
FN_below_threshold,node 238373,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:17330->61.167.39.128:80,1,0.022222222
FN_below_threshold,node 355316,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:60746->53.158.101.118:80,1,0.022222222
FN_below_threshold,node 2447909,1,0.022222222
FN_below_threshold,netflow 128.55.12.73:34345->192.113.144.28:80,1,0.022222222
FN_below_threshold,node 354933,1,0.022222222
FN_below_threshold,node 370904,1,0.022222222
FN_below_threshold,node 355507,1,0.022222222
FN_below_threshold,node 355502,1,0.022222222
FN_below_threshold,node 354940,1,0.022222222
FN_below_threshold,node 354938,1,0.022222222
TN_high_below_threshold,node 336480,3,0.006000000
TN_high_below_threshold,node 229322,3,0.006000000
TN_high_below_threshold,node 155366,3,0.006000000
TN_high_below_threshold,node 238437,2,0.004000000
